"street_block","street_use","neighbourhood","street_length"
"2200-2300 BROCK ST","Residential","kensington-cedar cottage",44.5561562535609
"4800 OAK ST","Arterial","shaughnessy",104.9178716617
"4000 CLARK DRIVE","Residential","kensington-cedar cottage",56.59797308141
"0 W 37TH AV","Residential","riley park",176.422060666821
"5200 ST. GEORGE ST","Residential","riley park",50.5143116052939
"400-600 E 33RD AV","Secondary Arterial","riley park",478.815013608174
"4600 PRINCE EDWARD ST","Residential","riley park",45.1311755891076
"700 E 41ST AV","Arterial","riley park",1.58004029807008
"700 E 41ST AV","Arterial","kensington-cedar cottage",92.008866038251
"1100 E 35TH AV","Residential","kensington-cedar cottage",40.5441007560038
"4500 WINDSOR ST","Residential","kensington-cedar cottage",73.7087515617552
"4500 PRINCE ALBERT ST","Residential","kensington-cedar cottage",26.1414624286504
"4700 PRINCE ALBERT ST","Residential","kensington-cedar cottage",47.217400712436
"1100 E 24TH AV","Residential","kensington-cedar cottage",63.9147973161981
"4000 PRINCE ALBERT ST","Residential","kensington-cedar cottage",61.3136203218234
"1900-2000 CHARLES ST","Residential","grandview-woodland",194.414691061193
"1100 LAKEWOOD DRIVE","Residential","grandview-woodland",50.2440592490245
"1700 W 52ND AV","Residential","kerrisdale",7.85507581110839
"7500 ANGUS DRIVE","Residential","marpole",46.6707694066518
"7800 LABURNUM ST","Residential","kerrisdale",53.8634052016537
"2800 W 30TH AV","Residential","arbutus-ridge",164.450907560506
"2800 W 30TH AV","Residential","dunbar-southlands",1.97612516696674
"4400 QUESNEL DRIVE","Residential","arbutus-ridge",62.1781731799403
"4600 MACDONALD ST","Residential","arbutus-ridge",53.0291555756894
"2900 W 30TH AV","Residential","dunbar-southlands",200.786779694305
"3200 W 39TH AV","Residential","dunbar-southlands",72.2574251483339
"3200 W 30TH AV","Residential","dunbar-southlands",161.164438561847
"2300 E GEORGIA ST","Residential","grandview-woodland",94.6246314759659
"2300 TURNER ST","Residential","grandview-woodland",94.6319169459363
"100 N GARDEN DRIVE","Residential","grandview-woodland",50.2591133417233
"2300 TRINITY ST","Residential","grandview-woodland",84.630324996455
"2300 TRINITY ST","Residential","hastings-sunrise",0.252675009881123
"2100 SASAMAT ST","Residential","west point grey",47.3860834535523
"4300 W 3RD AV","Residential","west point grey",41.145150407677
"4600 BELLEVUE DRIVE","Residential","west point grey",57.7425694783154
"1800 WALLACE ST","Residential","west point grey",55.7559483830086
"2800 COURTENAY ST","Residential","west point grey",50.2745690178324
"2700 DISCOVERY ST","Residential","west point grey",50.2044477005392
"1800 GARDEN DRIVE","Residential","grandview-woodland",50.2595070814078
"1800 NANAIMO ST","Arterial","grandview-woodland",50.2570735800896
"1500 SEMLIN DRIVE","Residential","grandview-woodland",46.9662317203709
"2900 E BROADWAY","Arterial","hastings-sunrise",55.3195311334438
"3500 RENFREW ST","Secondary Arterial","renfrew-collingwood",93.1310569574395
"2500 GARDEN DRIVE","Residential","grandview-woodland",4.90557621904245
"2500 GARDEN DRIVE","Residential","kensington-cedar cottage",50.5103248377045
"2300 E 10TH AV","Residential","kensington-cedar cottage",54.2331635161127
"1300 E 64TH AV","Residential","sunset",49.7158174429469
"1700-1800 E KENT AV SOUTH","Arterial","victoria-fraserview",278.753811686005
"7900 KNIGHT ST","Arterial","sunset",99.4016600141321
"7400-7600 MATHESON CRESCENT","Residential","killarney",46.8463779720396
"3600 E 4TH AV","Residential","hastings-sunrise",148.111689696958
"2100-2200 BONACCORD DRIVE","Residential","victoria-fraserview",6.38653936130185
"2800 E 17TH AV","Residential","renfrew-collingwood",55.3310324585582
"4500 MAGNOLIA ST","Residential","arbutus-ridge",45.9443618416869
"4200 MANITOBA ST","Residential","riley park",81.5021036905229
"4400 FRASER ST","Secondary Arterial","riley park",18.4213998384228
"4100 PERRY ST","Residential","kensington-cedar cottage",50.6157163055446
"5900-6000 ARGYLE ST","Residential","victoria-fraserview",6.09024219613348
"900 WINDERMERE ST","Residential","hastings-sunrise",23.7538004122178
"7700 BUTLER ST","Residential","killarney",205.668013741651
"2800 KITCHENER ST","Residential","hastings-sunrise",54.8240361979501
"1000-1200 NOOTKA ST","Residential","hastings-sunrise",53.5346422882275
"3100-3200 GARDEN DRIVE","Residential","kensington-cedar cottage",184.66431916746
"2600 ST. GEORGE ST","Residential","mount pleasant",50.3567681631792
"3200 POINT GREY ROAD","Secondary Arterial","kitsilano",142.33721756788
"1500 E KENT AV SOUTH","Secondary Arterial","victoria-fraserview",129.404735990547
"1300 E 64TH AV","Residential","sunset",100.645850904244
"2000-2100 E 44TH AV","Residential","victoria-fraserview",53.2405796847865
"2200 E 51ST AV","Residential","victoria-fraserview",49.749660230732
"6000 NANAIMO ST","Residential","victoria-fraserview",50.5457234781289
"5800 STIRLING ST","Residential","victoria-fraserview",49.0537798047558
"5800 GLADSTONE ST","Residential","victoria-fraserview",49.0583380474705
"1300 E 55TH AV","Residential","victoria-fraserview",0.172444877934625
"1300 E 55TH AV","Residential","sunset",39.8959418882217
"7000-7100 ARGYLE ST","Residential","victoria-fraserview",52.5772054977801
"500 HOMER ST","Arterial","downtown",112.095036094898
"1000 MELVILLE ST","Arterial","downtown",145.487851272139
"100 E 33RD AV","Secondary Arterial","riley park",47.0050274856992
"100 W KING EDWARD AV","Arterial","riley park",189.916273093986
"4400 DINMONT AV","Residential","riley park",47.3806595559653
"1100 BIDWELL ST","Residential","west end",54.9644814857087
"4500 W 9TH AV","Residential","west point grey",221.114897744468
"3000 TOLMIE ST","Residential","west point grey",50.2643769787613
"4000 W 16TH AV","Secondary Arterial","west point grey",132.273858963681
"1400 W 4TH AV","Arterial","fairview",83.699592890493
"3800 W 36TH AV","Residential","dunbar-southlands",200.836927405894
"3500 PETERSHAM AV","Residential","killarney",89.8458565777418
"1200 MARINASIDE CRESCENT","Residential","downtown",164.775287300114
"200 W 37TH AV","Residential","riley park",48.6924598364571
"3500 VANNESS AV","Residential","renfrew-collingwood",158.844121363928
"2000 DUNBAR ST","Residential","kitsilano",48.9411964112542
"200 CASSIAR ST","Residential","hastings-sunrise",50.2233052754288
"400 CASSIAR ST","Residential","hastings-sunrise",47.4629418084961
"1500 W 16TH AV","Secondary Arterial","fairview",127.37319729308
"1500 W 15TH AV","Residential","fairview",51.7513482817649
"600 NICOLA ST","Arterial","downtown",62.6916619962307
"1500 W HASTINGS ST","Arterial","downtown",125.116618677528
"500-600 E 31ST AV","Residential","riley park",136.070893144986
"2200 ASH ST","Residential","fairview",46.5433878671528
"5200 MELBOURNE ST","Residential","renfrew-collingwood",92.2126783330724
"8000-8200 SHAUGHNESSY ST","Residential","marpole",207.879966428188
"3600 MAIN ST","Arterial","riley park",50.2835194180626
"4000 MAIN ST","Arterial","riley park",16.6540925907935
"200 E KING EDWARD AV","Arterial","riley park",9.87737642237739
"7500 FRASER ST","Secondary Arterial","sunset",3.65377886649359
"800 TERMINAL AV","Arterial","strathcona",118.169024726865
"1200 GRANDVIEW VIADUCT","Arterial","strathcona",107.585111655105
"700-900 EVANS AV","Residential","strathcona",294.503038860152
"1700 ADANAC ST","Residential","grandview-woodland",29.6386178152067
"1700-1800 E 14TH AV","Residential","kensington-cedar cottage",47.1873468208233
"4200 ALEXANDRA ST","Residential","shaughnessy",51.162953444502
"2800 E 23RD AV","Residential","renfrew-collingwood",148.833782886549
"1200 W 27TH AV","Residential","shaughnessy",171.636791357817
"4100 WILLOW ST","Residential","south cambie",50.9927014472003
"4300 HEATHER ST","Residential","south cambie",51.1146093025512
"3100 COLLINGWOOD ST","Residential","kitsilano",50.2243754569349
"3000 ALMA ST","Residential","west point grey",50.2643353585932
"3500 W 5TH AV","Residential","kitsilano",101.455897222528
"3500 W 7TH AV","Residential","kitsilano",102.090561464694
"2500 HIGHBURY ST","Residential","west point grey",49.1732558604681
"2500 ALMA ST","Arterial","west point grey",48.0757774894067
"2500 LARCH ST","Residential","kitsilano",51.2210271280031
"1300 W 70TH AV","Arterial","marpole",55.7648312459423
"1500 W 68TH AV","Residential","marpole",116.044120618885
"8200-8300 ANGUS DRIVE","Collector","marpole",7.75617773279405
"8600 ANGUS DRIVE","Residential","marpole",0.363035006410813
"8600 ANGUS DRIVE","Residential","kerrisdale",203.648022327678
"1500 E 1ST AV","Arterial","grandview-woodland",140.767518742921
"1000 ODLUM DRIVE","Residential","grandview-woodland",100.934799532732
"1000 MCLEAN DRIVE","Residential","grandview-woodland",100.949807491668
"1500-1600 E 11TH AV","Residential","kensington-cedar cottage",281.507616241279
"2800 VICTORIA DRIVE","Secondary Arterial","kensington-cedar cottage",100.542916592838
"2100 GRANDVIEW HWY SOUTH","Secondary Arterial","kensington-cedar cottage",151.802770111658
"2100 E 19TH AV","Residential","kensington-cedar cottage",110.645417990654
"400 W 37TH AV","Residential","riley park",50.9105078462163
"200 PRIOR ST","Secondary Arterial","downtown",1.55846731073885
"200 PRIOR ST","Secondary Arterial","strathcona",53.1564004767955
"300 KEEFER ST","Residential","strathcona",127.060015917609
"200 E PENDER ST","Residential","strathcona",116.651291573852
"800 DUNLEVY AV","Residential","strathcona",50.3524698996803
"800 GORE AV","Residential","strathcona",50.79137199335
"700 MAIN ST","Arterial","downtown",100.943209405892
"600 PRIOR ST","Secondary Arterial","strathcona",142.057456562528
"400 DUNLEVY AV","Residential","strathcona",50.418608042362
"600 GORE AV","Residential","strathcona",51.0723934920531
"300 E CORDOVA ST","Arterial","strathcona",164.831439051226
"400 HEATLEY AV","Residential","strathcona",50.2453134628346
"600 KEEFER ST","Residential","strathcona",141.911202947885
"0 DUNLEVY AV","Residential","strathcona",45.7104749933812
"100 VICTORIA DRIVE","Secondary Arterial","grandview-woodland",50.3054486303786
"1900 FRANKLIN ST","Residential","grandview-woodland",140.5471871303
"1600 E 45TH AV","Residential","victoria-fraserview",50.2905396380463
"1100 E 43RD AV","Residential","sunset",50.3688499463963
"6100 ARGYLE ST","Residential","victoria-fraserview",48.1366245683245
"6500 FRASER ST","Secondary Arterial","sunset",106.989808337099
"2500 CHARLES ST","Residential","hastings-sunrise",40.1720985891706
"1400 MCLEAN DRIVE","Residential","grandview-woodland",77.5481413629303
"1100 COTTON DRIVE","Residential","grandview-woodland",50.2930437978271
"1300 COTTON DRIVE","Residential","grandview-woodland",50.3105283332859
"1800 MCNICOLL AV","Residential","kitsilano",105.003703114188
"1900 CORNWALL AV","Arterial","kitsilano",43.1795573966558
"1700 W BROADWAY","Arterial","fairview",170.133265017883
"1700 W BROADWAY","Arterial","kitsilano",2.35176482521127
"1700 W 7TH AV","Residential","fairview",87.2202609033467
"1700 W 7TH AV","Residential","kitsilano",2.71546550617257
"1900 MAPLE ST","Residential","kitsilano",48.8745325286528
"1100 ARBUTUS ST","Residential","kitsilano",55.8619904863985
"200 E 64TH AV","Residential","sunset",51.4338963040807
"0-100 W 63RD AV","Residential","marpole",204.016632019137
"8300 MANITOBA ST","Residential","marpole",92.7849313894885
"8400-8600 CAMBIE ST","Residential","marpole",66.3049832217656
"2600 E 21ST AV","Residential","renfrew-collingwood",44.154057083076
"2600 E 18TH AV","Residential","renfrew-collingwood",44.6041923696929
"3100 SLOCAN ST","Residential","renfrew-collingwood",50.2970043842125
"0 GARDEN DRIVE","Residential","grandview-woodland",50.2546659526918
"200 SEMLIN DRIVE","Residential","grandview-woodland",50.5678779155415
"400 GARDEN DRIVE","Residential","grandview-woodland",48.6475250449822
"0 NANAIMO ST","Arterial","grandview-woodland",49.903049094223
"0 N VICTORIA DRIVE","Residential","grandview-woodland",23.5177685373372
"2600 NAPIER ST","Residential","hastings-sunrise",190.801047759329
"1300 PENTICTON ST","Residential","hastings-sunrise",56.7686353991901
"2700 E HASTINGS ST","Arterial","hastings-sunrise",190.998497639434
"1500 KASLO ST","Residential","hastings-sunrise",51.6852208382649
"1300 KASLO ST","Residential","hastings-sunrise",51.8124904241919
"2400 GRANT ST","Residential","hastings-sunrise",43.5070515902816
"2400 E PENDER ST","Residential","hastings-sunrise",87.2464302527305
"1200 W 32ND AV","Residential","shaughnessy",115.384945295506
"2100 W 3RD AV","Residential","kitsilano",172.408563760708
"5400-5500 KILLARNEY ST","Residential","renfrew-collingwood",73.2640144422885
"5500 GLADSTONE ST","Residential","kensington-cedar cottage",56.344370598518
"2400 E 15TH AV","Residential","renfrew-collingwood",60.3483430251985
"3500 CROWLEY DRIVE","Residential","renfrew-collingwood",77.2937416614546
"1300 SEYMOUR ST","Arterial","downtown",24.939303700326
"2700 PINE ST","Residential","fairview",51.1649013378259
"2800 HEMLOCK ST","Secondary Arterial","fairview",53.3887016981302
"1300 W 11TH AV","Residential","fairview",172.458952826445
"1700 E 30TH AV","Residential","kensington-cedar cottage",3.18510784840172
"1000 E 18TH AV","Residential","kensington-cedar cottage",140.747120893617
"2700 TEMPLETON DRIVE","Residential","kensington-cedar cottage",50.2183352268155
"4400-4600 BEATRICE ST","Residential","kensington-cedar cottage",105.001122037992
"2600 W 15TH AV","Residential","kitsilano",114.350019195431
"1000 BEACH AV","Arterial","west end",37.2692364291649
"2900 PRINCE ALBERT ST","Residential","mount pleasant",45.2646316358939
"3200 E BROADWAY","Arterial","hastings-sunrise",98.6590770522031
"600 W 54TH AV","Residential","oakridge",3.47627113327945
"2100 W 54TH AV","Residential","kerrisdale",62.9146362078882
"600 W 29TH AV","Residential","south cambie",140.300697635033
"5700 CLARENDON ST","Collector","victoria-fraserview",102.892009533105
"1200 BURRARD ST","Arterial","west end",55.127883506815
"600 SMITHE ST","Arterial","downtown",51.9445030969936
"1800 ALMA ST","Arterial","west point grey",49.723870777693
"6500-6600 YEW ST","Residential","kerrisdale",50.9957091356759
"6500-6600 YEW ST","Residential","kerrisdale",49.5527420003747
"8000-8200 HUDSON ST","Residential","marpole",70.2184017534382
"3200 NOOTKA ST","Residential","renfrew-collingwood",21.1342862662469
"3600 RUPERT ST","Secondary Arterial","renfrew-collingwood",46.8216674321879
"2900-3300 BOUNDARY ROAD","Arterial","renfrew-collingwood",93.6514397661632
"3500 GLEN DRIVE","Residential","kensington-cedar cottage",66.9647792338293
"800 E 28TH AV","Residential","kensington-cedar cottage",2.60026325551093
"2600 E 28TH AV","Residential","renfrew-collingwood",6.15100812928874
"2600 E 25TH AV","Residential","renfrew-collingwood",24.9900369937758
"5400 ROSS ST","Residential","kensington-cedar cottage",50.2581584435679
"1900 E 32ND AV","Residential","kensington-cedar cottage",3.32259732846312
"2700 YEW ST","Residential","kitsilano",48.8865282241653
"5400 CARTIER ST","Residential","shaughnessy",48.1123745009076
"5400 HUDSON ST","Residential","shaughnessy",51.2466793567854
"300 E BROADWAY","Arterial","mount pleasant",40.5214686929863
"600 W 21ST AV","Residential","south cambie",93.1310389132428
"6500 MACDONALD ST","Collector","kerrisdale",62.7147291170956
"3500 MONS DRIVE","Residential","renfrew-collingwood",46.6513550192954
"3200 E 14TH AV","Residential","renfrew-collingwood",144.311606811724
"4500 ALEXANDRA ST","Residential","shaughnessy",81.0589029206253
"1000 W 33RD AV","Collector","shaughnessy",65.4197399257194
"800 W 32ND AV","Residential","south cambie",100.337068534729
"600 E 64TH AV","Residential","sunset",45.6690589457359
"300 E 17TH AV","Residential","riley park",140.836312598194
"3400 COLUMBIA ST","Residential","riley park",50.2103773436916
"3400 MAIN ST","Arterial","riley park",102.128069248224
"2800 SOPHIA ST","Residential","mount pleasant",50.3186467637896
"3100 CAROLINA ST","Residential","mount pleasant",43.8116729878927
"2700 ST. GEORGE ST","Residential","mount pleasant",50.1789174262967
"4800 VICTORIA DRIVE","Secondary Arterial","kensington-cedar cottage",93.6015809370547
"5000 VICTORIA DRIVE","Secondary Arterial","kensington-cedar cottage",66.770462961496
"400 E 48TH AV","Residential","sunset",153.409640406965
"300 E 49TH AV","Secondary Arterial","sunset",49.6774154001697
"300 E 47TH AV","Residential","sunset",48.345450416363
"800-900 MALKIN AV","Residential","strathcona",266.191148737661
"200 SOUTHERN ST","Residential","strathcona",139.653358320485
"200 TERMINAL AV","Arterial","strathcona",44.7535642046685
